epoch_ms,aggregate_rss_bytes,pid_95419,pid_95421,pid_95422,pid_95423
1787071025913.313,339918848,108953600,41598976,16154624,173211648
1787071025919.583,339918848,108953600,41598976,16154624,173211648
1787071025925.852,339918848,108953600,41598976,16154624,173211648
1787071025932.119,339918848,108953600,41598976,16154624,173211648
1787071025938.398,339918848,108953600,41598976,16154624,173211648
1787071025944.675,339918848,108953600,41598976,16154624,173211648
1787071025950.949,339918848,108953600,41598976,16154624,173211648
1787071025957.222,345194496,108953600,41598976,16154624,178487296
1787071025963.486,345636864,108953600,41598976,16154624,178929664
1787071025969.751,345636864,108953600,41598976,16154624,178929664
1787071025976.013,345636864,108953600,41598976,16154624,178929664
1787071025982.274,345636864,108953600,41598976,16154624,178929664
1787071025988.553,347013120,108953600,41598976,16154624,180305920
1787071025994.491,348225536,108953600,42205184,16154624,180912128
1787071025999.922,348569600,108953600,42369024,16154624,181092352
1787071026006.220,348569600,108953600,42369024,16154624,181092352
1787071026012.523,348897280,108953600,42369024,16154624,181420032
1787071026018.716,348897280,108953600,42369024,16154624,181420032
1787071026025.000,348897280,108953600,42369024,16154624,181420032
1787071026031.285,348897280,108953600,42369024,16154624,181420032
1787071026037.576,348897280,108953600,42369024,16154624,181420032
1787071026043.867,348897280,108953600,42369024,16154624,181420032
1787071026050.148,348897280,108953600,42369024,16154624,181420032
1787071026055.814,348913664,108953600,42369024,16154624,181436416
1787071026062.101,348913664,108953600,42369024,16154624,181436416
1787071026068.399,348913664,108953600,42369024,16154624,181436416
1787071026074.688,348913664,108953600,42369024,16154624,181436416
1787071026079.848,348913664,108953600,42369024,16154624,181436416
1787071026085.005,348913664,108953600,42369024,16154624,181436416
1787071026090.717,348913664,108953600,42369024,16154624,181436416
1787071026097.002,348913664,108953600,42369024,16154624,181436416
1787071026103.274,350076928,108953600,42975232,16154624,181993472
1787071026109.543,349700096,108953600,42614784,16154624,181977088
1787071026115.821,349700096,108953600,42614784,16154624,181977088
1787071026122.102,349700096,108953600,42614784,16154624,181977088
1787071026128.389,349700096,108953600,42614784,16154624,181977088
1787071026134.667,349700096,108953600,42614784,16154624,181977088
1787071026140.943,349700096,108953600,42614784,16154624,181977088
1787071026146.839,349700096,108953600,42614784,16154624,181977088
1787071026152.369,349700096,108953600,42614784,16154624,181977088
1787071026158.642,349700096,108953600,42614784,16154624,181977088
1787071026164.832,349700096,108953600,42614784,16154624,181977088
1787071026170.120,349700096,108953600,42614784,16154624,181977088
1787071026176.397,349700096,108953600,42614784,16154624,181977088
1787071026182.071,349700096,108953600,42614784,16154624,181977088
1787071026188.351,349716480,108953600,42614784,16154624,181993472
1787071026194.628,349716480,108953600,42614784,16154624,181993472
1787071026200.899,349765632,108953600,42663936,16154624,181993472
1787071026206.499,349765632,108953600,42663936,16154624,181993472
1787071026212.782,349765632,108953600,42663936,16154624,181993472
1787071026218.388,349765632,108953600,42663936,16154624,181993472
1787071026224.666,349782016,108953600,42663936,16154624,182009856
1787071026231.009,349782016,108953600,42663936,16154624,182009856
1787071026237.290,349782016,108953600,42663936,16154624,182009856
1787071026243.572,349782016,108953600,42663936,16154624,182009856
1787071026249.849,349782016,108953600,42663936,16154624,182009856
1787071026256.126,357122048,108953600,42663936,16154624,189349888
1787071026262.406,357122048,108953600,42663936,16154624,189349888
1787071026268.696,357122048,108953600,42663936,16154624,189349888
1787071026274.659,357122048,108953600,42663936,16154624,189349888
1787071026280.940,357122048,108953600,42663936,16154624,189349888
1787071026287.223,357122048,108953600,42663936,16154624,189349888
1787071026293.508,357122048,108953600,42663936,16154624,189349888
1787071026299.215,357711872,108953600,42713088,16154624,189890560
1787071026305.513,357777408,108953600,42778624,16154624,189890560
1787071026311.168,357777408,108953600,42778624,16154624,189890560
1787071026317.449,357777408,108953600,42778624,16154624,189890560
1787071026323.729,357777408,108953600,42778624,16154624,189890560
1787071026330.013,357777408,108953600,42778624,16154624,189890560
1787071026335.351,357826560,108953600,42778624,16154624,189939712
1787071026341.634,357826560,108953600,42778624,16154624,189939712
1787071026346.736,357826560,108953600,42778624,16154624,189939712
1787071026353.018,357826560,108953600,42778624,16154624,189939712
1787071026358.394,357826560,108953600,42778624,16154624,189939712
1787071026364.670,357826560,108953600,42778624,16154624,189939712
1787071026370.707,357826560,108953600,42778624,16154624,189939712
1787071026376.992,357826560,108953600,42778624,16154624,189939712
1787071026383.271,357826560,108953600,42778624,16154624,189939712
1787071026389.551,357826560,108953600,42778624,16154624,189939712
1787071026395.173,357826560,108953600,42778624,16154624,189939712
1787071026400.645,357957632,108953600,42876928,16154624,189972480
1787071026406.939,357957632,108953600,42876928,16154624,189972480
1787071026413.224,357957632,108953600,42876928,16154624,189972480
1787071026418.778,357957632,108953600,42876928,16154624,189972480
1787071026425.060,357957632,108953600,42876928,16154624,189972480
1787071026431.352,357957632,108953600,42876928,16154624,189972480
1787071026437.636,357957632,108953600,42876928,16154624,189972480
1787071026442.705,357957632,108953600,42876928,16154624,189972480
1787071026447.844,357957632,108953600,42876928,16154624,189972480
1787071026454.129,357957632,108953600,42876928,16154624,189972480
1787071026460.426,357957632,108953600,42876928,16154624,189972480
1787071026466.709,357957632,108953600,42876928,16154624,189972480
1787071026472.986,357957632,108953600,42876928,16154624,189972480
1787071026478.922,357957632,108953600,42876928,16154624,189972480
1787071026485.200,357957632,108953600,42876928,16154624,189972480
1787071026490.668,357957632,108953600,42876928,16154624,189972480
1787071026496.713,357957632,108953600,42876928,16154624,189972480
1787071026502.322,357957632,108953600,42876928,16154624,189972480
1787071026508.596,357957632,108953600,42876928,16154624,189972480
1787071026514.828,357957632,108953600,42876928,16154624,189972480
1787071026520.208,357957632,108953600,42876928,16154624,189972480
1787071026526.063,357957632,108953600,42876928,16154624,189972480
1787071026532.357,357957632,108953600,42876928,16154624,189972480
1787071026538.642,357957632,108953600,42876928,16154624,189972480
1787071026544.040,357957632,108953600,42876928,16154624,189972480
1787071026549.117,357957632,108953600,42876928,16154624,189972480
1787071026555.399,357957632,108953600,42876928,16154624,189972480
1787071026561.269,357957632,108953600,42876928,16154624,189972480
1787071026566.551,357957632,108953600,42876928,16154624,189972480
1787071026572.837,357957632,108953600,42876928,16154624,189972480
1787071026578.271,357957632,108953600,42876928,16154624,189972480
1787071026584.551,357957632,108953600,42876928,16154624,189972480
1787071026589.823,357957632,108953600,42876928,16154624,189972480
1787071026596.115,357957632,108953600,42876928,16154624,189972480
1787071026602.475,358023168,108953600,42942464,16154624,189972480
1787071026608.759,358039552,108953600,42958848,16154624,189972480
1787071026615.045,358039552,108953600,42958848,16154624,189972480
1787071026621.328,358039552,108953600,42958848,16154624,189972480
1787071026627.610,358039552,108953600,42958848,16154624,189972480
1787071026633.895,358039552,108953600,42958848,16154624,189972480
1787071026639.823,358039552,108953600,42958848,16154624,189972480
1787071026645.483,358039552,108953600,42958848,16154624,189972480
1787071026651.762,358039552,108953600,42958848,16154624,189972480
1787071026658.040,358039552,108953600,42958848,16154624,189972480
1787071026664.317,358039552,108953600,42958848,16154624,189972480
1787071026670.595,358039552,108953600,42958848,16154624,189972480
1787071026676.880,358039552,108953600,42958848,16154624,189972480
1787071026682.652,358039552,108953600,42958848,16154624,189972480
1787071026688.932,358039552,108953600,42958848,16154624,189972480
1787071026694.425,358039552,108953600,42958848,16154624,189972480
1787071026700.712,358039552,108953600,42958848,16154624,189972480
1787071026706.984,358072320,108953600,42991616,16154624,189972480
1787071026713.250,358137856,108953600,43057152,16154624,189972480
1787071026719.426,358137856,108953600,43057152,16154624,189972480
1787071026725.712,358137856,108953600,43057152,16154624,189972480
1787071026731.994,358137856,108953600,43057152,16154624,189972480
1787071026738.269,358137856,108953600,43057152,16154624,189972480
1787071026744.552,358137856,108953600,43057152,16154624,189972480
1787071026750.389,358137856,108953600,43057152,16154624,189972480
1787071026756.668,358137856,108953600,43057152,16154624,189972480
1787071026762.072,358137856,108953600,43057152,16154624,189972480
1787071026768.342,358137856,108953600,43057152,16154624,189972480
1787071026774.611,374931456,108953600,43057152,16154624,206766080
1787071026780.885,374931456,108953600,43057152,16154624,206766080
1787071026786.792,374931456,108953600,43057152,16154624,206766080
1787071026792.085,374931456,108953600,43057152,16154624,206766080
1787071026798.157,374931456,108953600,43057152,16154624,206766080
1787071026804.438,374931456,108953600,43057152,16154624,206766080
1787071026810.454,374996992,108953600,43122688,16154624,206766080
1787071026816.736,375029760,108953600,43155456,16154624,206766080
1787071026823.023,375029760,108953600,43155456,16154624,206766080
1787071026829.314,375029760,108953600,43155456,16154624,206766080
1787071026834.782,375029760,108953600,43155456,16154624,206766080
1787071026839.831,375029760,108953600,43155456,16154624,206766080
1787071026846.126,375029760,108953600,43155456,16154624,206766080
1787071026852.406,375029760,108953600,43155456,16154624,206766080
1787071026858.683,375029760,108953600,43155456,16154624,206766080
1787071026864.823,375029760,108953600,43155456,16154624,206766080
1787071026870.744,375029760,108953600,43155456,16154624,206766080
1787071026877.028,375390208,108953600,43155456,16154624,207126528
1787071026882.448,375570432,108953600,43155456,16154624,207306752
1787071026888.738,375570432,108953600,43155456,16154624,207306752
1787071026895.017,375603200,108953600,43155456,16154624,207339520
1787071026901.299,375603200,108953600,43155456,16154624,207339520
1787071026907.568,375603200,108953600,43155456,16154624,207339520
1787071026913.847,376176640,108953600,43204608,16154624,207863808
1787071026919.047,376160256,108953600,43188224,16154624,207863808
1787071026925.345,376160256,108953600,43188224,16154624,207863808
1787071026931.199,376160256,108953600,43188224,16154624,207863808
1787071026937.417,376160256,108953600,43188224,16154624,207863808
1787071026943.696,376160256,108953600,43188224,16154624,207863808
1787071026949.977,376160256,108953600,43188224,16154624,207863808
1787071026956.260,376160256,108953600,43188224,16154624,207863808
1787071026962.210,376160256,108953600,43188224,16154624,207863808
1787071026968.491,376160256,108953600,43188224,16154624,207863808
1787071026974.770,376160256,108953600,43188224,16154624,207863808
1787071026980.654,376160256,108953600,43188224,16154624,207863808
1787071026986.801,376160256,108953600,43188224,16154624,207863808
1787071026993.100,376160256,108953600,43188224,16154624,207863808
1787071026999.380,376160256,108953600,43188224,16154624,207863808
1787071027005.614,376160256,108953600,43188224,16154624,207863808
1787071027011.897,376160256,108953600,43188224,16154624,207863808
1787071027018.178,376160256,108953600,43188224,16154624,207863808
1787071027024.182,376111104,108953600,43139072,16154624,207863808
1787071027030.456,376127488,108953600,43139072,16154624,207880192
1787071027036.729,376127488,108953600,43139072,16154624,207880192
1787071027042.289,376127488,108953600,43139072,16154624,207880192
1787071027048.582,376127488,108953600,43139072,16154624,207880192
1787071027054.877,376127488,108953600,43139072,16154624,207880192
1787071027060.920,376127488,108953600,43139072,16154624,207880192
1787071027066.813,376127488,108953600,43139072,16154624,207880192
1787071027071.879,376127488,108953600,43139072,16154624,207880192
1787071027078.164,376127488,108953600,43139072,16154624,207880192
1787071027084.446,376127488,108953600,43139072,16154624,207880192
1787071027089.827,376127488,108953600,43139072,16154624,207880192
1787071027096.111,376127488,108953600,43139072,16154624,207880192
1787071027102.368,376127488,108953600,43139072,16154624,207880192
1787071027108.648,376127488,108953600,43139072,16154624,207880192
1787071027114.831,376127488,108953600,43139072,16154624,207880192
1787071027121.111,376127488,108953600,43139072,16154624,207880192
1787071027127.382,376160256,108953600,43155456,16154624,207896576
1787071027133.650,376160256,108953600,43155456,16154624,207896576
1787071027139.827,376160256,108953600,43155456,16154624,207896576
1787071027146.121,376160256,108953600,43155456,16154624,207896576
1787071027152.410,376160256,108953600,43155456,16154624,207896576
1787071027158.692,376160256,108953600,43155456,16154624,207896576
1787071027164.963,376160256,108953600,43155456,16154624,207896576
1787071027171.177,376160256,108953600,43155456,16154624,207896576
1787071027177.449,376160256,108953600,43155456,16154624,207896576
1787071027182.872,376160256,108953600,43155456,16154624,207896576
1787071027189.155,376160256,108953600,43155456,16154624,207896576
1787071027194.421,376160256,108953600,43155456,16154624,207896576
1787071027200.700,376160256,108953600,43155456,16154624,207896576
1787071027206.978,376160256,108953600,43155456,16154624,207896576
1787071027213.270,376160256,108953600,43155456,16154624,207896576
1787071027219.038,376160256,108953600,43155456,16154624,207896576
1787071027225.315,376160256,108953600,43155456,16154624,207896576
1787071027231.201,376176640,108953600,43155456,16154624,207912960
1787071027237.150,376176640,108953600,43155456,16154624,207912960
1787071027243.435,376176640,108953600,43155456,16154624,207912960
1787071027249.716,376176640,108953600,43155456,16154624,207912960
1787071027255.247,376176640,108953600,43155456,16154624,207912960
1787071027260.702,376176640,108953600,43155456,16154624,207912960
1787071027266.979,376176640,108953600,43155456,16154624,207912960
1787071027273.256,376176640,108953600,43155456,16154624,207912960
1787071027279.543,376176640,108953600,43155456,16154624,207912960
1787071027285.821,376176640,108953600,43155456,16154624,207912960
1787071027292.094,388333568,108953600,43155456,16154624,220069888
1787071027297.737,392937472,108953600,43155456,16154624,224673792
1787071027303.656,407535616,108953600,43155456,16154624,239271936
1787071027309.176,409698304,108953600,43155456,16154624,241434624
1787071027315.455,428605440,108953600,43155456,16154624,260341760
1787071027320.804,453771264,108953600,43155456,16154624,285507584
1787071027325.859,453771264,108953600,43155456,16154624,285507584
1787071027331.485,479805440,108953600,43155456,16154624,311541760
1787071027337.250,504102912,108953600,43155456,16154624,335839232
1787071027343.530,504102912,108953600,43155456,16154624,335839232
1787071027349.806,504102912,108953600,43155456,16154624,335839232
1787071027356.163,566935552,108953600,43155456,16154624,398671872
1787071027362.443,604766208,108953600,43155456,16154624,436502528
1787071027368.720,604766208,108953600,43155456,16154624,436502528
1787071027374.997,604766208,108953600,43155456,16154624,436502528
1787071027381.273,604766208,108953600,43155456,16154624,436502528
1787071027386.727,604766208,108953600,43155456,16154624,436502528
1787071027392.576,604766208,108953600,43155456,16154624,436502528
1787071027398.153,604766208,108953600,43155456,16154624,436502528
1787071027404.235,604766208,108953600,43155456,16154624,436502528
1787071027410.116,604766208,108953600,43155456,16154624,436502528
1787071027416.395,604766208,108953600,43155456,16154624,436502528
1787071027422.676,604766208,108953600,43155456,16154624,436502528
1787071027427.912,604766208,108953600,43155456,16154624,436502528
1787071027434.188,604766208,108953600,43155456,16154624,436502528
1787071027440.472,604864512,108953600,43155456,16154624,436600832
1787071027446.750,605847552,108953600,43155456,16154624,437583872
1787071027453.027,608878592,108953600,43155456,16154624,440614912
1787071027459.305,610844672,108953600,43155456,16154624,442580992
1787071027464.817,613679104,108953600,43155456,16154624,445415424
1787071027471.059,616775680,108953600,43155456,16154624,448512000
1787071027477.338,617398272,108953600,43155456,16154624,449134592
1787071027483.249,617775104,108937216,43155456,16154624,449527808
1787071027489.528,620609536,108937216,43155456,16154624,452362240
1787071027495.804,623411200,108937216,43155456,16154624,455163904
1787071027501.312,625721344,108937216,43155456,16154624,457474048
1787071027506.486,627933184,108937216,43155456,16154624,459685888
1787071027512.768,630571008,108937216,43155456,16154624,462323712
1787071027519.036,632995840,108937216,43155456,16154624,464748544
1787071027525.313,637992960,108937216,43155456,16154624,469745664
1787071027531.485,647626752,108937216,43155456,16154624,479379456
1787071027537.771,657686528,108937216,43155456,16154624,489439232
1787071027544.055,674840576,108937216,43155456,16154624,506593280
1787071027550.341,693764096,108937216,43155456,16154624,525516800
1787071027556.484,696074240,108937216,43155456,16154624,527826944
1787071027562.209,698204160,108937216,43155456,16154624,529956864
1787071027568.499,700448768,108937216,43155456,16154624,532201472
1787071027574.779,702693376,108937216,43155456,16154624,534446080
1787071027581.057,704888832,108937216,43155456,16154624,536641536
1787071027587.339,706969600,108937216,43155456,16154624,538722304
1787071027593.625,709083136,108937216,43155456,16154624,540835840
1787071027599.904,710967296,108920832,43155456,16154624,542736384
1787071027606.180,712933376,108920832,43155456,16154624,544702464
1787071027612.457,727908352,108920832,43155456,16154624,559677440
1787071027617.763,730120192,108920832,43155456,16154624,561889280
1787071027624.042,732692480,108920832,43155456,16154624,564461568
1787071027630.319,735035392,108920832,43155456,16154624,566804480
1787071027635.763,737099776,108920832,43155456,16154624,568868864
1787071027641.383,739164160,108920832,43155456,16154624,570933248
1787071027647.667,741474304,108920832,43155456,16154624,573243392
1787071027652.749,743505920,108920832,43155456,16154624,575275008
1787071027659.028,750731264,108920832,43155456,16154624,582500352
1787071027665.306,758988800,108920832,43155456,16154624,590757888
1787071027671.349,766984192,108920832,43155456,16154624,598753280
1787071027677.626,775372800,108920832,43155456,16154624,607141888
1787071027683.905,783761408,108920832,43155456,16154624,615530496
1787071027690.181,792150016,108920832,43155456,16154624,623919104
1787071027696.342,794509312,108920832,43155456,16154624,626278400
1787071027702.364,794509312,108920832,43155456,16154624,626278400
1787071027708.156,794509312,108920832,43155456,16154624,626278400
1787071027714.435,794509312,108920832,43155456,16154624,626278400
1787071027720.712,794509312,108920832,43155456,16154624,626278400
1787071027726.988,794509312,108920832,43155456,16154624,626278400
1787071027733.330,794509312,108920832,43155456,16154624,626278400
1787071027739.607,794509312,108920832,43155456,16154624,626278400
1787071027744.812,794509312,108920832,43155456,16154624,626278400
1787071027751.087,794509312,108920832,43155456,16154624,626278400
1787071027756.483,794509312,108920832,43155456,16154624,626278400
1787071027762.760,794509312,108920832,43155456,16154624,626278400
1787071027769.051,794509312,108920832,43155456,16154624,626278400
1787071027775.328,794509312,108920832,43155456,16154624,626278400
1787071027781.604,794509312,108920832,43155456,16154624,626278400
1787071027787.881,794509312,108920832,43155456,16154624,626278400
1787071027794.157,794509312,108920832,43155456,16154624,626278400
1787071027800.432,794361856,108822528,43155456,16105472,626278400
1787071027806.708,794361856,108822528,43155456,16105472,626278400
1787071027812.982,794361856,108822528,43155456,16105472,626278400
1787071027819.257,794361856,108822528,43155456,16105472,626278400
1787071027825.535,794361856,108822528,43155456,16105472,626278400
1787071027831.811,794361856,108822528,43155456,16105472,626278400
1787071027838.086,794361856,108822528,43155456,16105472,626278400
1787071027844.363,794361856,108822528,43155456,16105472,626278400
1787071027850.638,794361856,108822528,43155456,16105472,626278400
1787071027856.915,794361856,108822528,43155456,16105472,626278400
1787071027863.190,794361856,108822528,43155456,16105472,626278400
1787071027869.466,794361856,108822528,43155456,16105472,626278400
1787071027875.741,794361856,108822528,43155456,16105472,626278400
1787071027882.017,794361856,108822528,43155456,16105472,626278400
1787071027888.295,794361856,108822528,43155456,16105472,626278400
1787071027894.571,794361856,108822528,43155456,16105472,626278400
1787071027900.848,794361856,108822528,43155456,16105472,626278400
1787071027907.124,794361856,108822528,43155456,16105472,626278400
1787071027913.410,794378240,108822528,43155456,16105472,626294784
1787071027919.690,794492928,108838912,43204608,16105472,626343936
1787071027925.346,803307520,108838912,43204608,16105472,635158528
1787071027931.630,823148544,108838912,43204608,16105472,654999552
1787071027937.683,836829184,108838912,43204608,16105472,668680192
1787071027943.627,863338496,108838912,43204608,16105472,695189504
1787071027948.849,870596608,108838912,43204608,16105472,702447616
1787071027954.918,870596608,108838912,43204608,16105472,702447616
1787071027961.205,870596608,108838912,43204608,16105472,702447616
1787071027967.485,870596608,108838912,43204608,16105472,702447616
1787071027973.764,870596608,108838912,43204608,16105472,702447616
1787071027980.041,870596608,108838912,43204608,16105472,702447616
1787071027985.697,870596608,108838912,43204608,16105472,702447616
1787071027991.986,947453952,108838912,43204608,16105472,779304960
1787071027998.275,971276288,108838912,43204608,16105472,803127296
1787071028003.811,971276288,108838912,43204608,16105472,803127296
1787071028010.097,971276288,108838912,43204608,16105472,803127296
1787071028016.217,971276288,108838912,43204608,16105472,803127296
1787071028022.498,971276288,108838912,43204608,16105472,803127296
1787071028028.435,971276288,108838912,43204608,16105472,803127296
1787071028034.363,971276288,108838912,43204608,16105472,803127296
1787071028040.270,971276288,108838912,43204608,16105472,803127296
1787071028046.548,971276288,108838912,43204608,16105472,803127296
1787071028052.202,971276288,108838912,43204608,16105472,803127296
1787071028058.480,971276288,108838912,43204608,16105472,803127296
1787071028064.757,971276288,108838912,43204608,16105472,803127296
1787071028071.038,971276288,108838912,43204608,16105472,803127296
1787071028077.317,971276288,108838912,43204608,16105472,803127296
1787071028083.604,971276288,108838912,43204608,16105472,803127296
1787071028089.881,971276288,108838912,43204608,16105472,803127296
1787071028096.160,971276288,108838912,43204608,16105472,803127296
1787071028102.442,971276288,108838912,43204608,16105472,803127296
1787071028108.720,971276288,108838912,43204608,16105472,803127296
1787071028114.812,971276288,108838912,43204608,16105472,803127296
1787071028120.831,971276288,108838912,43204608,16105472,803127296
1787071028127.109,971276288,108838912,43204608,16105472,803127296
1787071028132.868,971276288,108838912,43204608,16105472,803127296
1787071028138.621,971276288,108838912,43204608,16105472,803127296
1787071028144.042,971276288,108838912,43204608,16105472,803127296
1787071028150.320,971276288,108838912,43204608,16105472,803127296
1787071028156.486,971276288,108838912,43204608,16105472,803127296
1787071028162.772,980336640,108838912,43204608,16105472,812187648
1787071028169.058,990461952,108838912,43204608,16105472,822312960
1787071028175.342,1002815488,108838912,43204608,16105472,834666496
1787071028181.622,1025146880,108838912,43204608,16105472,856997888
1787071028187.901,1029996544,108838912,43204608,16105472,861847552
1787071028194.179,1029996544,108838912,43204608,16105472,861847552
1787071028200.456,1029996544,108838912,43204608,16105472,861847552
1787071028206.734,1029996544,108838912,43204608,16105472,861847552
1787071028213.011,1029996544,108838912,43204608,16105472,861847552
1787071028219.290,1029996544,108838912,43204608,16105472,861847552
1787071028225.568,1029996544,108838912,43204608,16105472,861847552
1787071028231.845,1029996544,108838912,43204608,16105472,861847552
1787071028238.123,1029996544,108838912,43204608,16105472,861847552
1787071028244.401,1043578880,108838912,43204608,16105472,875429888
1787071028250.679,1044103168,108838912,43204608,16105472,875954176
1787071028256.958,1044611072,108838912,43204608,16105472,876462080
1787071028263.236,1045086208,108838912,43204608,16105472,876937216
1787071028269.515,1045544960,108838912,43204608,16105472,877395968
1787071028275.799,1045987328,108838912,43204608,16105472,877838336
1787071028282.079,1046478848,108838912,43204608,16105472,878329856
1787071028288.356,1046724608,108838912,43204608,16105472,878575616
1787071028294.635,1046724608,108838912,43204608,16105472,878575616
1787071028300.915,1046724608,108838912,43204608,16105472,878575616
1787071028307.192,1046724608,108838912,43204608,16105472,878575616
1787071028313.469,1046724608,108838912,43204608,16105472,878575616
1787071028319.747,1046724608,108838912,43204608,16105472,878575616
1787071028326.024,1046806528,108838912,43204608,16105472,878657536
1787071028332.302,1046806528,108838912,43204608,16105472,878657536
1787071028338.579,1046806528,108838912,43204608,16105472,878657536
1787071028344.857,1046806528,108838912,43204608,16105472,878657536
1787071028351.135,1046806528,108838912,43204608,16105472,878657536
1787071028357.412,1046806528,108838912,43204608,16105472,878657536
1787071028363.689,1046806528,108838912,43204608,16105472,878657536
1787071028369.967,1046806528,108838912,43204608,16105472,878657536
1787071028376.244,1046806528,108838912,43204608,16105472,878657536
1787071028381.899,1046806528,108838912,43204608,16105472,878657536
1787071028388.187,1046806528,108838912,43204608,16105472,878657536
1787071028394.406,1046806528,108838912,43204608,16105472,878657536
1787071028399.957,1046806528,108838912,43204608,16105472,878657536
1787071028406.239,1046806528,108838912,43204608,16105472,878657536
1787071028412.516,1046806528,108838912,43204608,16105472,878657536
1787071028418.795,1046806528,108838912,43204608,16105472,878657536
1787071028425.073,1046806528,108838912,43204608,16105472,878657536
1787071028431.352,1046806528,108838912,43204608,16105472,878657536
1787071028437.629,1046806528,108838912,43204608,16105472,878657536
1787071028443.907,1046806528,108838912,43204608,16105472,878657536
1787071028450.183,1046806528,108838912,43204608,16105472,878657536
1787071028456.469,1046806528,108838912,43204608,16105472,878657536
1787071028462.756,1046806528,108838912,43204608,16105472,878657536
1787071028468.036,1046806528,108838912,43204608,16105472,878657536
1787071028474.323,1046806528,108838912,43204608,16105472,878657536
1787071028480.594,1046806528,108838912,43204608,16105472,878657536
1787071028486.861,1046806528,108838912,43204608,16105472,878657536
